,Champ,Stats,Items,Runes
26,"Blitzcrank
Tank
Fighter","Games Played4411
Pick Rate7.14%
Win Rate21%","[""Anathema's Chains"", 'Pauldrons of Whiterock', 'Locket of the Iron Solari', 'Boots of Swiftness', ""Knight's Vow"", '', 'Oracle Lens', 'Ignite', 'Flash', '', '', '', '']","['2\nDomination', 'Predator\nAdd an active effect to your boots that grants a large boost of MS and causes your next attack or ability to deal bonus adaptive damage.', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ingenious Hunter\nUnique takedowns grant permanent Item Haste (includes Trinkets).', '4\nInspiration', 'Minion Dematerializer\nStart the game with 3 Minion Dematerializers. Killing minions with the item gives permanent bonus damage vs. that minion type.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist', 'Armor\n+6 Armor']"
27,"Blitzcrank
Tank
Fighter","Games Played4411
Pick Rate7.14%
Win Rate21%","[""Shurelya's Battlesong"", ""Targon's Buckler"", 'Mobility Boots', 'Control Ward', 'Force of Nature', '', 'Oracle Lens', 'Flash', 'Ignite', '', '', '', '']","['2\nDomination', 'Predator\nAdd an active effect to your boots that grants a large boost of MS and causes your next attack or ability to deal bonus adaptive damage.', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Zombie Ward\nTakedowns on enemy Wards cause friendly Zombie Wards to sprout from their corpses. Gain permanent AD or AP, adaptive for each Zombie Ward spawned plus bonus upon completion.', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', '4\nInspiration', 'Hextech Flashtraption\nWhile Flash is on cooldown it is replaced by Hexflash.\n\nHexflash: Channel, then blink to a new location.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist', 'Armor\n+6 Armor']"
28,"Brand
Mage","Games Played43490
Pick Rate7.14%
Win Rate51%","['Shard of True Ice', 'Broken Stopwatch', 'Crown of the Shattered Queen', 'Morellonomicon', 'Fiendish Codex', ""Sorcerer's Shoes"", 'Oracle Lens', 'Flash', 'Heal', '', '', '', '']","['2\nDomination', 'Dark Harvest\nDamaging a low health champion inflicts adaptive damage and harvests a soul from the victim.', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Zombie Ward\nTakedowns on enemy Wards cause friendly Zombie Wards to sprout from their corpses. Gain permanent AD or AP, adaptive for each Zombie Ward spawned plus bonus upon completion.', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', '1\nPrecision', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Coup de Grace\nDeal more damage to low health enemy champions.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Adaptive Force\n+9 Adaptive Force', 'Scaling Health\n+15-90 HP (based on level)']"
29,"Brand
Mage","Games Played43490
Pick Rate7.14%
Win Rate51%","[""Liandry's Anguish"", ""Sorcerer's Shoes"", 'Demonic Embrace', ""Rylai's Crystal Scepter"", 'Void Staff', '', 'Farsight Alteration', 'Flash', 'Teleport', '', '', '', '']","['3\nSorcery', 'Arcane Comet\nDamaging a champion with an ability hurls a damaging comet at their location.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Gathering Storm\nGain increasing amounts of AD or AP, adaptive over the course of the game.', '3\nResolve', 'Conditioning\nAfter 12 min gain +9 Armor and +9 Magic Resist and increase your Armor and Magic Resist by 5%.', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Scaling Health\n+15-90 HP (based on level)']"
30,"Braum
Support
Tank","Games Played3064
Pick Rate7.14%
Win Rate33%","['Evenshroud', ""Knight's Vow"", 'Bulwark of the Mountain', ""Zeke's Convergence"", 'Bramble Vest', 'Boots of Swiftness', 'Oracle Lens', 'Exhaust', 'Flash', '', '', '', '']","['4\nResolve', ""Guardian\nGuard allies you cast spells on and those that are very nearby. If you or a guarded ally would take damage based on level, you're both granted a shield."", ""Font of Life\nImpairing the movement of an enemy champion marks them. Your allies heal when attacking champions you've marked."", 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
31,"Braum
Support
Tank","Games Played3064
Pick Rate7.14%
Win Rate33%","['Evenshroud', '', 'Refillable Potion', 'Pauldrons of Whiterock', 'Control Ward', ""Mercury's Treads"", 'Oracle Lens', 'Flash', 'Ignite', '', '', '', '']","['4\nResolve', ""Guardian\nGuard allies you cast spells on and those that are very nearby. If you or a guarded ally would take damage based on level, you're both granted a shield."", ""Font of Life\nImpairing the movement of an enemy champion marks them. Your allies heal when attacking champions you've marked."", 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '4\nInspiration', 'Perfect Timing\nGain a free Commencing Stopwatch. After 14 minutes, it can be used for a one time Stasis effect.\n\nEach takedown you get shortens this timer by 120 seconds.', 'Minion Dematerializer\nStart the game with 3 Minion Dematerializers. Killing minions with the item gives permanent bonus damage vs. that minion type.', 'Attack Speed\n+10% Attack Speed', 'Armor\n+6 Armor', 'Armor\n+6 Armor']"
32,"Caitlyn
Marksman","Games Played141982
Pick Rate7.14%
Win Rate43%","['Infinity Edge', 'Galeforce', '', ""Berserker's Greaves"", 'Last Whisper', 'The Collector', 'Farsight Alteration', 'Heal', 'Flash', '', '', '', '']","['1\nPrecision', 'Fleet Footwork\nAttacking and moving builds Energy stacks. At 100 stacks, your next attack heals you and grants increased MS.', 'Overheal\nExcess healing on you becomes a shield.', 'Legend: Bloodline\nTakedowns on enemies grant permanent Lifesteal. Weaker earlier but stronger later game than other Legend Runes.', 'Cut Down\nDeal more damage to champions with more max health than you.', '2\nSorcery', 'Absolute Focus\nWhile above 70% health, gain extra adaptive damage.', 'Gathering Storm\nGain increasing amounts of AD or AP, adaptive over the course of the game.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
33,"Caitlyn
Marksman","Games Played141982
Pick Rate7.14%
Win Rate43%","['Percepteur', 'Dague', 'Force du vent', 'Jambières du berzerker', '', '', 'Altération divinatoire', 'Purge', 'Saut éclair', '', '', '', '']","['1\nPrecision', 'Fleet Footwork\nAttacking and moving builds Energy stacks. At 100 stacks, your next attack heals you and grants increased MS.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Bloodline\nTakedowns on enemies grant permanent Lifesteal. Weaker earlier but stronger later game than other Legend Runes.', 'Cut Down\nDeal more damage to champions with more max health than you.', '1\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
34,"Camille
Fighter
Tank","Games Played432510280
Pick Rate7.14%
Win Rate50%","['Hydre vorace', 'Balise de contrôle', '', 'Pourfendeur divin', 'Danse de la mort', 'Coques en acier', 'Brouilleur oraculaire', 'Embrasement', 'Saut éclair', '', '', '', '']","['4\nResolve', 'Grasp of the Undying\nEvery 4s your next attack on a champion deals bonus magic damage, heals you, and permanently increases your health.', 'Shield Bash\nWhenever you gain a shield, your next basic attack against a champion deals bonus adaptive damage.', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
35,"Camille
Fighter
Tank","Games Played432510280
Pick Rate7.14%
Win Rate50%","['Lame de Doran', 'Potion rechargeable', 'Tiamat', 'Force de la trinité', 'Chaussures légèrement magiques', 'Sceptre vampirique', 'Balise camouflée', 'Embrasement', 'Téléportation', '', '', '', '']","['4\nResolve', 'Grasp of the Undying\nEvery 4s your next attack on a champion deals bonus magic damage, heals you, and permanently increases your health.', 'Shield Bash\nWhenever you gain a shield, your next basic attack against a champion deals bonus adaptive damage.', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '4\nInspiration', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
36,"Cassiopeia
Mage","Games Played4887355
Pick Rate7.14%
Win Rate51%","['Potion rechargeable', 'Sablier de Zhonya', '', ""Tome d'amplification"", 'Couronne de la Reine brisée', 'Étreinte du séraphin', 'Altération divinatoire', 'Saut éclair', 'Téléportation', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '1\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
37,"Cassiopeia
Mage","Games Played4887355
Pick Rate7.14%
Win Rate51%","['Étreinte du séraphin', 'Baguette trop grosse', 'Sablier de Zhonya', 'Affliction de Liandry', ""Orbe de l'oubli"", 'Sceptre de Rylai', 'Balise camouflée', 'Saut éclair', 'Téléportation', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '1\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
38,"Cho'Gath
Tank
Mage","Games Played76311184
Pick Rate7.14%
Win Rate50%","['Bottes de lucidité', 'Baguette trop grosse', ""Tome d'amplification"", 'Sceau noir', 'Couronne de la Reine brisée', ""Approche de l'hiver"", 'Brouilleur oraculaire', 'Châtiment', 'Saut éclair', '', '', '', '']","['2\nDomination', 'Predator\nAdd an active effect to your boots that grants a large boost of MS and causes your next attack or ability to deal bonus adaptive damage.', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ingenious Hunter\nUnique takedowns grant permanent Item Haste (includes Trinkets).', '4\nInspiration', ""Future's Market\nYou can enter debt to buy items."", 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
39,"Cho'Gath
Tank
Mage","Games Played76311184
Pick Rate7.14%
Win Rate50%","['Sceau noir', 'Gel éternel', 'Croc de givre', ""Orbe de l'oubli"", 'Coques en acier', 'Baguette trop grosse', 'Brouilleur oraculaire', 'Saut éclair', 'Téléportation', '', '', '', '']","['3\nSorcery', 'Arcane Comet\nDamaging a champion with an ability hurls a damaging comet at their location.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Gathering Storm\nGain increasing amounts of AD or AP, adaptive over the course of the game.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
40,"Corki
Marksman","Games Played1503353
Pick Rate7.14%
Win Rate49%","['Muramana', 'Tempête de Luden', 'Potion de corruption', 'Tiamat', 'Chaussures de sorcier', 'Sceptre vampirique', 'Altération divinatoire', 'Saut éclair', 'Téléportation', '', '', '', '']","['5\nInspiration', 'First Strike\nWhen you initiate champion combat, deal 10% extra damage for 3 seconds and gain gold based on damage dealt.', 'Perfect Timing\nGain a free Commencing Stopwatch. After 14 minutes, it can be used for a one time Stasis effect.\n\nEach takedown you get shortens this timer by 120 seconds.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', '2\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ultimate Hunter\nUnique takedowns grant permanent cooldown reduction on your Ultimate.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
